text,Sentiment,Sentiment_Label,Sentiment_Code
"who have never considered
buying a vr headset",0.0,Neutral,0
that are considering only this one,0.0,Neutral,0
"because they have an iphone,",0.0,Neutral,0
"and this is the one that
works with the iphone,",0.0,Neutral,0
"and none of the others
are particularly close.",0.16666666666666666,Positive,1
"so all of your imessages are already here,",0.0,Neutral,0
all of your photos are already here,0.0,Neutral,0
and loaded up and backed up.,0.0,Neutral,0
"all your notes are already
at your fingertips.",0.0,Neutral,0
you already saw the keynote app.,0.0,Neutral,0
"but okay, easily my favorite feature",0.5,Positive,1
"is connecting to your mac, right?",0.2857142857142857,Positive,1
so anytime your mac is in front of you,0.0,Neutral,0
"and it's turned on, hit that arrow",0.0,Neutral,0
and then there's this little icon,-0.1875,Negative,0
to become my mac's virtual display.,0.0,Neutral,0
"so i click that, and then pick my mac,",0.0,Neutral,0
"and it pretty much instantly,
it actually blacks out",0.125,Positive,1
"the display of my mac, and
then turns that display",0.0,Neutral,0
into a 4k window inside of the headset.,0.0,Neutral,0
"so now my keyboard and
trackpad still work,",0.0,Neutral,0
even if it is a desktop.,0.0,Neutral,0
"the keyboard and the trackpad
still control everything,",0.0,Neutral,0
"and you can continue using it
just like a normal computer,",0.15,Positive,1
"but with the ability to
make your new 4k monitor",0.13636363636363635,Positive,1
"as big or as small or close
or far away as you want,",-0.049999999999999996,Negative,0
which is super sick.,-0.1904761904761905,Negative,0
"and then the bonus is
you can still open up",0.0,Neutral,0
"and place other vision pro
apps around your mac computer.",-0.125,Negative,0
"so like you can have your
mac in the middle here,",0.0,Neutral,0
"and maybe you're editing or
doing some work on the mac app,",0.0,Neutral,0
"and then you have a safari
window, or messages,",0.0,Neutral,0
"or whatever else you want
right next to it around it.",0.14285714285714285,Positive,1
"and then your keyboard
and trackpad can move",0.0,Neutral,0
"seamlessly between them
all to control all of them.",0.1,Positive,1
"this, to me, as a mac user,
the ease of use for setup",0.0,Neutral,0
"to make this happen, this feels like",0.0,Neutral,0
"the biggest game changer,",-0.4,Negative,0
"like the most compelling
futuristic feeling",0.4,Positive,1
use of this headset to me.,0.0,Neutral,0
especially on a plane.,0.0,Neutral,0
"oh my god, i can't tell you how many times",0.5,Positive,1
"i've had an awkward conversation because,",-0.6,Negative,0
"like, i'm editing a video on the plane,",0.0,Neutral,0
"the person next to me sees
i'm editing a video of myself,",0.0,Neutral,0
"and it's kind of weird
and hard to explain,",-0.0638888888888889,Negative,0
"but i'm picturing putting the headset on,",0.0,Neutral,0
"the display blacks out,",0.0,Neutral,0
"but now i can do all the editing i want,",0.0,Neutral,0
"and i can make the
screen as big as i want.",0.0,Neutral,0
so i've really enjoyed using that feature.,0.5,Positive,1
"again, the biggest challenge, though,",0.0,Neutral,0
"is still remembering to
look exactly at the thing",0.25,Positive,1
you want to control.,0.0,Neutral,0
so aside from typing on the real keyboard,0.2,Positive,1
"on whatever window is open, if you want",0.0,Neutral,0
"to control something, you
have to be looking at it.",0.0,Neutral,0
"again, it doesn't sound like a big deal,",0.2,Positive,1
"but when you try it,
you'll see what i mean.",-0.3125,Negative,0
"and then also, odd
limitation, one monitor only.",-0.08333333333333333,Negative,0
"from the mac, one virtual
monitor only at a time.",0.0,Neutral,0
"so if you usually run a
dual display setup like i do",-0.25,Negative,0
"for final cut pro, big
preview on one side,",0.0,Neutral,0
"timeline on the other
side, you can't do that.",-0.125,Negative,0
"you have to use the big one
monitor version of your setup.",0.0,Neutral,0
"all right, so you might have realized",0.2857142857142857,Positive,1
i've left one thing out this whole time.,0.1,Positive,1
"one thing, you could call
it one more thing, sure.",0.5,Positive,1
"it's one more huge crazy thing,",0.10000000000000005,Positive,1
"but it's kind of the defining
characteristic of this product",0.26666666666666666,Positive,1
and that is personas.,0.0,Neutral,0
"so in all the advertising
you've seen of vision pro,",0.0,Neutral,0
"there's these eyes on the
outside of the headset",0.0,Neutral,0
"that looks like they're
kind of in a passthrough,",0.6,Positive,1
"like in a dark astronaut
helmet type of thing.",-0.15,Negative,0
"easily the most memed, most unique aspect",0.45208333333333334,Positive,1
"of this headset, right?",0.2857142857142857,Positive,1
"it's the only headset
with an outward display.",0.0,Neutral,0
"and i mean it's very, very
prominent in those videos,",0.16875,Positive,1
"but in real life, as you've started to see",0.2,Positive,1
"from some of my footage,
it is very different,",0.0,Neutral,0
and i think i figured out why.,0.0,Neutral,0
"so first of all, it's not
actually see-through, right?",0.17857142857142858,Positive,1
there's a whole bunch of computer,0.2,Positive,1
in between me and you right now.,0.2857142857142857,Positive,1
so the eyes aren't on the outside.,0.0,Neutral,0
it's a representation of my eyes,0.0,Neutral,0
"based on what all the sensors
on the inside are seeing.",0.0,Neutral,0
it's reconstructing it on the outside.,0.0,Neutral,0
"so those sensors are tracking
at 90 frames per second,",0.0,Neutral,0
"and they give you optic id, which is,",0.0,Neutral,0
"it's how you log into the
headset and keep things secure.",0.4,Positive,1
"it's basically the same
as face id, or touch id,",0.0,Neutral,0
"it's just looking at and
identifying your eyes.",0.0,Neutral,0
"and it also powers the one
beta feature of this headset,",0.0,Neutral,0
"which is personas, which
is, it's the most impressive",0.75,Positive,1
"and weirdest thing about this
headset at the same time.",0.0,Neutral,0
i'm calling it right now.,0.2857142857142857,Positive,1
so the purpose of the eyes on the outside,0.0,Neutral,0
"is really not for you,
the wearer of the headset.",-0.1,Negative,0
"in fact, you'll never see it.",0.0,Neutral,0
but it's for the people around you.,0.0,Neutral,0
"so when you're in a passthrough mode,",0.0,Neutral,0
your eyes will shine through,0.0,Neutral,0
to indicate that you wearing the headset,0.0,Neutral,0
can see the person outside.,0.0,Neutral,0
"so that right there is
already pretty unique.",0.30357142857142855,Positive,1
"but then, when you're
in something immersive",0.0,Neutral,0
"and you can't see what's around
you, it covers up your eyes",0.0,Neutral,0
"with this sort of like a blue,
purple glowing animation.",0.0,Neutral,0
so that intuitively makes sense.,0.0,Neutral,0
"you can see the eyes
when they can see you,",0.0,Neutral,0
"you can't see the eyes
when they can't see you.",0.0,Neutral,0
"but crazily enough, there's also a feature",0.0,Neutral,0
"where if you have someone
who's outside the headset",0.0,Neutral,0
"looking at you, talking to you,",0.0,Neutral,0
"and you are in an immersion,",0.0,Neutral,0
"but you want to talk to them through that,",0.0,Neutral,0
they will kind of appear through the fog,0.6,Positive,1
"of whatever immersive
environment you're in.",0.0,Neutral,0
"so you just start talking and
looking in their direction.",0.0,Neutral,0
"it detects that, and sort of
parts a little bit of a fog",-0.1875,Negative,0
"and that person's eyes
will show through the fog.",0.0,Neutral,0
it's pretty decent.,0.20833333333333331,Positive,1
"it basically only shows
one person at a time.",0.0,Neutral,0
"and when this is happening on
the outside of the headset,",0.0,Neutral,0
"it shows a little bit of
your eyes poking through",-0.1875,Negative,0
the purple and blue glow.,0.0,Neutral,0
"it's, as you can see, it's all working,",0.0,Neutral,0
"but also, i think it looks
nothing like the eyes",0.0,Neutral,0
from the ad.,0.0,Neutral,0
so in an effort to make the eyes,0.0,Neutral,0
"as presentable as possible, two things.",0.0,Neutral,0
"first of all, this
screen is actually behind",-0.07500000000000001,Negative,0
"a lenticular film, which
i didn't even realize that",0.0,Neutral,0
from the initial media they had published.,0.0,Neutral,0
"but if you've ever heard of that,",0.0,Neutral,0
it's sort of what gives it this 3d depth.,0.0,Neutral,0
"you might have seen this on
other holographic displays",-0.125,Negative,0
"and stuff, but the point of that",0.0,Neutral,0
"is to make the eyes appear to
be sunken into the display,",0.0,Neutral,0
"like on your actual face,",0.0,Neutral,0
"instead of glued to the
front of the headset,",0.0,Neutral,0
which would look a little more weird.,-0.0625,Negative,0
"but then two, to represent
your actual eyes,",0.0,Neutral,0
they've built in a way to scan in,0.0,Neutral,0
"and create a digital
representation of your face,",0.0,Neutral,0
which is called your persona.,0.0,Neutral,0
and it looks like this.,0.0,Neutral,0
so to get those eyes on the outside,0.0,Neutral,0
"of the vision pro headset,
you have to do something",0.0,Neutral,0
called registering your persona.,0.0,Neutral,0
"this is how it creates
the digital version of you",0.0,Neutral,0
"that includes your eyes
that will show up here.",0.0,Neutral,0
so let's do that now.,0.0,Neutral,0
it's actually kind of a cool process.,0.475,Positive,1
"so i'm gonna put it on, and
hopefully the screen recording",0.0,Neutral,0
"works so you can see
exactly what i'm doing.",0.25,Positive,1
i'll hit the digital crown.,0.0,Neutral,0
i'm gonna go to settings.,0.0,Neutral,0
"and you can do this when
you first set it up.",0.25,Positive,1
"but i'm going to persona, and
i'm gonna hit get started.",0.0,Neutral,0
so let's refine my hands real quick.,0.5,Positive,1
"this is capturing detail
from the front of the headset",0.0,Neutral,0
of the hands in front of me.,0.0,Neutral,0
once it's done with that-,0.0,Neutral,0
"- automated voice your
persona, remove apple vision pro.",0.0,Neutral,0
- it's gonna ask me to take it off.,0.0,Neutral,0
so this is how it goes.,0.0,Neutral,0
"- automated voice when you're ready,",0.2,Positive,1
hold apple vision pro at eye level.,0.0,Neutral,0
keep your arms and shoulders relaxed.,0.0,Neutral,0
align your entire face within the frame.,0.0,Neutral,0
- marques my face shows up like face id.,0.0,Neutral,0
"- automated voice slowly
turn your head to the right.",-0.007142857142857173,Negative,0
now slowly turn your head to the left.,-0.15000000000000002,Negative,0
"now tilt your head up,",0.0,Neutral,0
then tilt your head down.,-0.15555555555555559,Negative,0
"next, let's capture
your facial expressions.",0.0,Neutral,0
smile with your mouth closed.,0.09999999999999999,Positive,1
"then make a big smile
with your teeth showing.",0.15,Positive,1
now raise your eyebrows.,0.0,Neutral,0
close your eyes for a moment.,0.0,Neutral,0
capture complete.,0.1,Positive,1
put vision pro back on to continue.,0.0,Neutral,0
- i will do that.,0.0,Neutral,0
"so now i have a menu that
says creating persona,",0.0,Neutral,0
"and it says it's in beta,",0.0,Neutral,0
and now there's my persona right there.,0.2857142857142857,Positive,1
kind of uncanny.,0.6,Positive,1
"the hair's a little bit
different, but the face.",-0.09375,Negative,0
"wow, wow.",0.1,Positive,1
okay.,0.5,Positive,1
so there's different lighting.,0.0,Neutral,0
"you can choose it to always
be in studio lighting,",0.0,Neutral,0
and always be in contour lighting.,0.0,Neutral,0
"i'll just leave it at
natural, and hit next.",0.05,Positive,1
"you can change the color
temperature of your skin tone.",0.0,Neutral,0
"cool to warm, i think i'm around there.",0.475,Positive,1
"brightness, darkness.",0.0,Neutral,0
"i think i'm around there, near the middle.",0.05,Positive,1
next.,0.0,Neutral,0
and then i can add glasses.,0.0,Neutral,0
"so if i typically have glasses,",-0.16666666666666666,Negative,0
which obviously i wouldn't be able to wear,0.25,Positive,1
"in the vision pro, you can still
look like you have glasses,",0.0,Neutral,0
anytime you're on that facetime call.,0.0,Neutral,0
and then next.,0.0,Neutral,0
save.,0.0,Neutral,0
and that's it.,0.0,Neutral,0
so i think now,0.0,Neutral,0
you should see my eyes.,0.0,Neutral,0
maybe.,0.0,Neutral,0
"and that that's the
thing, it barely shows up.",0.05,Positive,1
"you can barely see my eyes
when i'm wearing the headset.",0.05,Positive,1
"now i've tried a couple
other scans subsequently,",-0.0625,Negative,0
"so i've tried different
lighting conditions,",0.0,Neutral,0
